Крок	x1	x2	Phi(X)
632	-1.425000	-1.400000	7.128906e-04
633	-1.425000	-1.400000	7.128906e-04
634	-1.425000	-1.400000	7.128906e-04
635	-1.425000	-1.400000	7.128906e-04
636	-1.425000	-1.400000	7.128906e-04
637	-1.425000	-1.400000	7.128906e-04
638	-1.425000	-1.400000	7.128906e-04
639	-1.425000	-1.400000	7.128906e-04
640	-1.425000	-1.400000	7.128906e-04
641	-1.425000	-1.400000	7.128906e-04
642	-1.425000	-1.400000	7.128906e-04
643	-1.425000	-1.400000	7.128906e-04
644	-1.425000	-1.400000	7.128906e-04
645	-1.425000	-1.400000	7.128906e-04
646	-1.425000	-1.400000	7.128906e-04
647	-1.425000	-1.400000	7.128906e-04
648	-1.425000	-1.400000	7.128906e-04
649	-1.425000	-1.400000	7.128906e-04
650	-1.425000	-1.400000	7.128906e-04
651	-1.425000	-1.400000	7.128906e-04
652	-1.425000	-1.400000	7.128906e-04
653	-1.425000	-1.400000	7.128906e-04
654	-1.425000	-1.400000	7.128906e-04
655	-1.425000	-1.400000	7.128906e-04
656	-1.425000	-1.400000	7.128906e-04
657	-1.425000	-1.400000	7.128906e-04
658	-1.425000	-1.400000	7.128906e-04
659	-1.425000	-1.400000	7.128906e-04
660	-1.425000	-1.400000	7.128906e-04
661	-1.425000	-1.400000	7.128906e-04
662	-1.425000	-1.400000	7.128906e-04
663	-1.425000	-1.400000	7.128906e-04
664	-1.425000	-1.400000	7.128906e-04
665	-1.425000	-1.400000	7.128906e-04
666	-1.425000	-1.400000	7.128906e-04
667	-1.425000	-1.400000	7.128906e-04
668	-1.425000	-1.400000	7.128906e-04
669	-1.425000	-1.400000	7.128906e-04
670	-1.425000	-1.400000	7.128906e-04
671	-1.425000	-1.400000	7.128906e-04
672	-1.425000	-1.400000	7.128906e-04
673	-1.425000	-1.400000	7.128906e-04
674	-1.425000	-1.400000	7.128906e-04
675	-1.425000	-1.400000	7.128906e-04
676	-1.425000	-1.400000	7.128906e-04
677	-1.425000	-1.400000	7.128906e-04
678	-1.425000	-1.400000	7.128906e-04
679	-1.425000	-1.400000	7.128906e-04
680	-1.425000	-1.400000	7.128906e-04
681	-1.425000	-1.400000	7.128906e-04
682	-1.425000	-1.400000	7.128906e-04
683	-1.425000	-1.400000	7.128906e-04
684	-1.425000	-1.400000	7.128906e-04
685	-1.425000	-1.400000	7.128906e-04
686	-1.425000	-1.400000	7.128906e-04
687	-1.425000	-1.400000	7.128906e-04
688	-1.425000	-1.400000	7.128906e-04
689	-1.425000	-1.400000	7.128906e-04
690	-1.425000	-1.400000	7.128906e-04
691	-1.425000	-1.400000	7.128906e-04
692	-1.425000	-1.400000	7.128906e-04
693	-1.425000	-1.400000	7.128906e-04
694	-1.425000	-1.400000	7.128906e-04
695	-1.425000	-1.400000	7.128906e-04
696	-1.425000	-1.400000	7.128906e-04
697	-1.425000	-1.400000	7.128906e-04
698	-1.425000	-1.400000	7.128906e-04
699	-1.425000	-1.400000	7.128906e-04
700	-1.425000	-1.400000	7.128906e-04
701	-1.425000	-1.400000	7.128906e-04
702	-1.425000	-1.400000	7.128906e-04
703	-1.425000	-1.400000	7.128906e-04
704	-1.425000	-1.400000	7.128906e-04
705	-1.425000	-1.400000	7.128906e-04
706	-1.425000	-1.400000	7.128906e-04
707	-1.425000	-1.400000	7.128906e-04
708	-1.425000	-1.400000	7.128906e-04
709	-1.425000	-1.400000	7.128906e-04
710	-1.425000	-1.400000	7.128906e-04
711	-1.425000	-1.400000	7.128906e-04
712	-1.425000	-1.400000	7.128906e-04
713	-1.425000	-1.400000	7.128906e-04
714	-1.425000	-1.400000	7.128906e-04
715	-1.425000	-1.400000	7.128906e-04
716	-1.425000	-1.400000	7.128906e-04
717	-1.425000	-1.400000	7.128906e-04
718	-1.425000	-1.400000	7.128906e-04
719	-1.425000	-1.400000	7.128906e-04
720	-1.425000	-1.400000	7.128906e-04
721	-1.425000	-1.400000	7.128906e-04
722	-1.425000	-1.400000	7.128906e-04
723	-1.425000	-1.400000	7.128906e-04
724	-1.425000	-1.400000	7.128906e-04
725	-1.425000	-1.400000	7.128906e-04
726	-1.425000	-1.400000	7.128906e-04
727	-1.425000	-1.400000	7.128906e-04
728	-1.425000	-1.400000	7.128906e-04
729	-1.425000	-1.400000	7.128906e-04
730	-1.425000	-1.400000	7.128906e-04
731	-1.425000	-1.400000	7.128906e-04
732	-1.425000	-1.400000	7.128906e-04
733	-1.425000	-1.400000	7.128906e-04
734	-1.425000	-1.400000	7.128906e-04
735	-1.425000	-1.400000	7.128906e-04
736	-1.425000	-1.400000	7.128906e-04
737	-1.425000	-1.400000	7.128906e-04
738	-1.425000	-1.400000	7.128906e-04
739	-1.425000	-1.400000	7.128906e-04
740	-1.425000	-1.400000	7.128906e-04
741	-1.425000	-1.400000	7.128906e-04
742	-1.425000	-1.400000	7.128906e-04
743	-1.425000	-1.400000	7.128906e-04
744	-1.425000	-1.400000	7.128906e-04
745	-1.425000	-1.400000	7.128906e-04
746	-1.425000	-1.400000	7.128906e-04
747	-1.425000	-1.400000	7.128906e-04
748	-1.425000	-1.400000	7.128906e-04
749	-1.425000	-1.400000	7.128906e-04
750	-1.425000	-1.400000	7.128906e-04
751	-1.425000	-1.400000	7.128906e-04
752	-1.425000	-1.400000	7.128906e-04
753	-1.425000	-1.400000	7.128906e-04
754	-1.425000	-1.400000	7.128906e-04
755	-1.425000	-1.400000	7.128906e-04
756	-1.425000	-1.400000	7.128906e-04
757	-1.425000	-1.400000	7.128906e-04
758	-1.425000	-1.400000	7.128906e-04
759	-1.425000	-1.400000	7.128906e-04
760	-1.425000	-1.400000	7.128906e-04
761	-1.425000	-1.400000	7.128906e-04
762	-1.425000	-1.400000	7.128906e-04
763	-1.425000	-1.400000	7.128906e-04
764	-1.425000	-1.400000	7.128906e-04
765	-1.425000	-1.400000	7.128906e-04
766	-1.425000	-1.400000	7.128906e-04
767	-1.425000	-1.400000	7.128906e-04
768	-1.425000	-1.400000	7.128906e-04
769	-1.425000	-1.400000	7.128906e-04
770	-1.425000	-1.400000	7.128906e-04
771	-1.425000	-1.400000	7.128906e-04
772	-1.425000	-1.400000	7.128906e-04
773	-1.425000	-1.400000	7.128906e-04
774	-1.425000	-1.400000	7.128906e-04
775	-1.425000	-1.400000	7.128906e-04
776	-1.425000	-1.400000	7.128906e-04
777	-1.425000	-1.400000	7.128906e-04
778	-1.425000	-1.400000	7.128906e-04
779	-1.425000	-1.400000	7.128906e-04
780	-1.425000	-1.400000	7.128906e-04
781	-1.425000	-1.400000	7.128906e-04
782	-1.425000	-1.400000	7.128906e-04
783	-1.425000	-1.400000	7.128906e-04
784	-1.425000	-1.400000	7.128906e-04
785	-1.425000	-1.400000	7.128906e-04
786	-1.425000	-1.400000	7.128906e-04
787	-1.425000	-1.400000	7.128906e-04
788	-1.425000	-1.400000	7.128906e-04
789	-1.425000	-1.400000	7.128906e-04
790	-1.425000	-1.400000	7.128906e-04
791	-1.425000	-1.400000	7.128906e-04
792	-1.425000	-1.400000	7.128906e-04
793	-1.425000	-1.400000	7.128906e-04
794	-1.425000	-1.400000	7.128906e-04
795	-1.425000	-1.400000	7.128906e-04
796	-1.425000	-1.400000	7.128906e-04
797	-1.425000	-1.400000	7.128906e-04
798	-1.425000	-1.400000	7.128906e-04
799	-1.425000	-1.400000	7.128906e-04
800	-1.425000	-1.400000	7.128906e-04
801	-1.425000	-1.400000	7.128906e-04
802	-1.425000	-1.400000	7.128906e-04
803	-1.425000	-1.400000	7.128906e-04
804	-1.425000	-1.400000	7.128906e-04
805	-1.425000	-1.400000	7.128906e-04
806	-1.425000	-1.400000	7.128906e-04
807	-1.425000	-1.400000	7.128906e-04
808	-1.425000	-1.400000	7.128906e-04
809	-1.425000	-1.400000	7.128906e-04
810	-1.425000	-1.400000	7.128906e-04
811	-1.425000	-1.400000	7.128906e-04
812	-1.425000	-1.400000	7.128906e-04
813	-1.425000	-1.400000	7.128906e-04
814	-1.425000	-1.400000	7.128906e-04
815	-1.425000	-1.400000	7.128906e-04
816	-1.425000	-1.400000	7.128906e-04
817	-1.425000	-1.400000	7.128906e-04
818	-1.425000	-1.400000	7.128906e-04
819	-1.425000	-1.400000	7.128906e-04
820	-1.425000	-1.400000	7.128906e-04
821	-1.425000	-1.400000	7.128906e-04
822	-1.425000	-1.400000	7.128906e-04
823	-1.425000	-1.400000	7.128906e-04
824	-1.425000	-1.400000	7.128906e-04
825	-1.425000	-1.400000	7.128906e-04
826	-1.425000	-1.400000	7.128906e-04
827	-1.425000	-1.400000	7.128906e-04
828	-1.425000	-1.400000	7.128906e-04
829	-1.425000	-1.400000	7.128906e-04
830	-1.425000	-1.400000	7.128906e-04
831	-1.425000	-1.400000	7.128906e-04
832	-1.425000	-1.400000	7.128906e-04
833	-1.425000	-1.400000	7.128906e-04
834	-1.425000	-1.400000	7.128906e-04
835	-1.425000	-1.400000	7.128906e-04
836	-1.425000	-1.400000	7.128906e-04
837	-1.425000	-1.400000	7.128906e-04
838	-1.425000	-1.400000	7.128906e-04
839	-1.425000	-1.400000	7.128906e-04
840	-1.425000	-1.400000	7.128906e-04
841	-1.425000	-1.400000	7.128906e-04
842	-1.425000	-1.400000	7.128906e-04
843	-1.425000	-1.400000	7.128906e-04
844	-1.425000	-1.400000	7.128906e-04
845	-1.425000	-1.400000	7.128906e-04
846	-1.425000	-1.400000	7.128906e-04
847	-1.425000	-1.400000	7.128906e-04
848	-1.425000	-1.400000	7.128906e-04
849	-1.425000	-1.400000	7.128906e-04
850	-1.425000	-1.400000	7.128906e-04
851	-1.425000	-1.400000	7.128906e-04
852	-1.425000	-1.400000	7.128906e-04
853	-1.425000	-1.400000	7.128906e-04
854	-1.425000	-1.400000	7.128906e-04
855	-1.425000	-1.400000	7.128906e-04
856	-1.425000	-1.400000	7.128906e-04
857	-1.425000	-1.400000	7.128906e-04
858	-1.425000	-1.400000	7.128906e-04
859	-1.425000	-1.400000	7.128906e-04
860	-1.425000	-1.400000	7.128906e-04
861	-1.425000	-1.400000	7.128906e-04
862	-1.425000	-1.400000	7.128906e-04
863	-1.425000	-1.400000	7.128906e-04
864	-1.425000	-1.400000	7.128906e-04
865	-1.425000	-1.400000	7.128906e-04
866	-1.425000	-1.400000	7.128906e-04
867	-1.425000	-1.400000	7.128906e-04
868	-1.425000	-1.400000	7.128906e-04
869	-1.425000	-1.400000	7.128906e-04
870	-1.425000	-1.400000	7.128906e-04
871	-1.425000	-1.400000	7.128906e-04
872	-1.425000	-1.400000	7.128906e-04
873	-1.425000	-1.400000	7.128906e-04
874	-1.425000	-1.400000	7.128906e-04
875	-1.425000	-1.400000	7.128906e-04
876	-1.425000	-1.400000	7.128906e-04
877	-1.425000	-1.400000	7.128906e-04
878	-1.425000	-1.400000	7.128906e-04
879	-1.425000	-1.400000	7.128906e-04
880	-1.425000	-1.400000	7.128906e-04
881	-1.425000	-1.400000	7.128906e-04
882	-1.425000	-1.400000	7.128906e-04
883	-1.425000	-1.400000	7.128906e-04
884	-1.425000	-1.400000	7.128906e-04
885	-1.425000	-1.400000	7.128906e-04
886	-1.425000	-1.400000	7.128906e-04
887	-1.425000	-1.400000	7.128906e-04
888	-1.425000	-1.400000	7.128906e-04
889	-1.425000	-1.400000	7.128906e-04
890	-1.425000	-1.400000	7.128906e-04
891	-1.425000	-1.400000	7.128906e-04
892	-1.425000	-1.400000	7.128906e-04
893	-1.425000	-1.400000	7.128906e-04
894	-1.425000	-1.400000	7.128906e-04
895	-1.425000	-1.400000	7.128906e-04
896	-1.425000	-1.400000	7.128906e-04
897	-1.425000	-1.400000	7.128906e-04
898	-1.425000	-1.400000	7.128906e-04
899	-1.425000	-1.400000	7.128906e-04
900	-1.425000	-1.400000	7.128906e-04
901	-1.425000	-1.400000	7.128906e-04
902	-1.425000	-1.400000	7.128906e-04
903	-1.425000	-1.400000	7.128906e-04
904	-1.425000	-1.400000	7.128906e-04
905	-1.425000	-1.400000	7.128906e-04
906	-1.425000	-1.400000	7.128906e-04
907	-1.425000	-1.400000	7.128906e-04
908	-1.425000	-1.400000	7.128906e-04
909	-1.425000	-1.400000	7.128906e-04
910	-1.425000	-1.400000	7.128906e-04
911	-1.425000	-1.400000	7.128906e-04
912	-1.425000	-1.400000	7.128906e-04
913	-1.425000	-1.400000	7.128906e-04
914	-1.425000	-1.400000	7.128906e-04
915	-1.425000	-1.400000	7.128906e-04
916	-1.425000	-1.400000	7.128906e-04
917	-1.425000	-1.400000	7.128906e-04
918	-1.425000	-1.400000	7.128906e-04
919	-1.425000	-1.400000	7.128906e-04
920	-1.425000	-1.400000	7.128906e-04
921	-1.425000	-1.400000	7.128906e-04
922	-1.425000	-1.400000	7.128906e-04
923	-1.425000	-1.400000	7.128906e-04
924	-1.425000	-1.400000	7.128906e-04
925	-1.425000	-1.400000	7.128906e-04
926	-1.425000	-1.400000	7.128906e-04
927	-1.425000	-1.400000	7.128906e-04
928	-1.425000	-1.400000	7.128906e-04
929	-1.425000	-1.400000	7.128906e-04
930	-1.425000	-1.400000	7.128906e-04
931	-1.425000	-1.400000	7.128906e-04
932	-1.425000	-1.400000	7.128906e-04
933	-1.425000	-1.400000	7.128906e-04
934	-1.425000	-1.400000	7.128906e-04
935	-1.425000	-1.400000	7.128906e-04
936	-1.425000	-1.400000	7.128906e-04
937	-1.425000	-1.400000	7.128906e-04
938	-1.425000	-1.400000	7.128906e-04
939	-1.425000	-1.400000	7.128906e-04
940	-1.425000	-1.400000	7.128906e-04
941	-1.425000	-1.400000	7.128906e-04
942	-1.425000	-1.400000	7.128906e-04
943	-1.425000	-1.400000	7.128906e-04
944	-1.425000	-1.400000	7.128906e-04
945	-1.425000	-1.400000	7.128906e-04
946	-1.425000	-1.400000	7.128906e-04
947	-1.425000	-1.400000	7.128906e-04
948	-1.425000	-1.400000	7.128906e-04
949	-1.425000	-1.400000	7.128906e-04
950	-1.425000	-1.400000	7.128906e-04
951	-1.425000	-1.400000	7.128906e-04
952	-1.425000	-1.400000	7.128906e-04
953	-1.425000	-1.400000	7.128906e-04
954	-1.425000	-1.400000	7.128906e-04
955	-1.425000	-1.400000	7.128906e-04
956	-1.425000	-1.400000	7.128906e-04
957	-1.425000	-1.400000	7.128906e-04
958	-1.425000	-1.400000	7.128906e-04
959	-1.425000	-1.400000	7.128906e-04
960	-1.425000	-1.400000	7.128906e-04
961	-1.425000	-1.400000	7.128906e-04
962	-1.425000	-1.400000	7.128906e-04
963	-1.425000	-1.400000	7.128906e-04
964	-1.425000	-1.400000	7.128906e-04
965	-1.425000	-1.400000	7.128906e-04
966	-1.425000	-1.400000	7.128906e-04
967	-1.425000	-1.400000	7.128906e-04
968	-1.425000	-1.400000	7.128906e-04
969	-1.425000	-1.400000	7.128906e-04
970	-1.425000	-1.400000	7.128906e-04
971	-1.425000	-1.400000	7.128906e-04
972	-1.425000	-1.400000	7.128906e-04
973	-1.425000	-1.400000	7.128906e-04
974	-1.425000	-1.400000	7.128906e-04
975	-1.425000	-1.400000	7.128906e-04
976	-1.425000	-1.400000	7.128906e-04
977	-1.425000	-1.400000	7.128906e-04
978	-1.425000	-1.400000	7.128906e-04
979	-1.425000	-1.400000	7.128906e-04
980	-1.425000	-1.400000	7.128906e-04
981	-1.425000	-1.400000	7.128906e-04
982	-1.425000	-1.400000	7.128906e-04
983	-1.425000	-1.400000	7.128906e-04
984	-1.425000	-1.400000	7.128906e-04
985	-1.425000	-1.400000	7.128906e-04
986	-1.425000	-1.400000	7.128906e-04
987	-1.425000	-1.400000	7.128906e-04
988	-1.425000	-1.400000	7.128906e-04
989	-1.425000	-1.400000	7.128906e-04
990	-1.425000	-1.400000	7.128906e-04
991	-1.425000	-1.400000	7.128906e-04
992	-1.425000	-1.400000	7.128906e-04
993	-1.425000	-1.400000	7.128906e-04
994	-1.425000	-1.400000	7.128906e-04
995	-1.425000	-1.400000	7.128906e-04
996	-1.425000	-1.400000	7.128906e-04
997	-1.425000	-1.400000	7.128906e-04
