Крок	x1	x2	Phi(X)
543	-1.425000	-1.400000	7.128906e-04
544	-1.425000	-1.400000	7.128906e-04
545	-1.425000	-1.400000	7.128906e-04
546	-1.425000	-1.400000	7.128906e-04
547	-1.425000	-1.400000	7.128906e-04
548	-1.425000	-1.400000	7.128906e-04
549	-1.425000	-1.400000	7.128906e-04
550	-1.425000	-1.400000	7.128906e-04
551	-1.425000	-1.400000	7.128906e-04
552	-1.425000	-1.400000	7.128906e-04
553	-1.425000	-1.400000	7.128906e-04
554	-1.425000	-1.400000	7.128906e-04
555	-1.425000	-1.400000	7.128906e-04
556	-1.425000	-1.400000	7.128906e-04
557	-1.425000	-1.400000	7.128906e-04
558	-1.425000	-1.400000	7.128906e-04
559	-1.425000	-1.400000	7.128906e-04
560	-1.425000	-1.400000	7.128906e-04
561	-1.425000	-1.400000	7.128906e-04
562	-1.425000	-1.400000	7.128906e-04
563	-1.425000	-1.400000	7.128906e-04
564	-1.425000	-1.400000	7.128906e-04
565	-1.425000	-1.400000	7.128906e-04
566	-1.425000	-1.400000	7.128906e-04
567	-1.425000	-1.400000	7.128906e-04
568	-1.425000	-1.400000	7.128906e-04
569	-1.425000	-1.400000	7.128906e-04
570	-1.425000	-1.400000	7.128906e-04
571	-1.425000	-1.400000	7.128906e-04
572	-1.425000	-1.400000	7.128906e-04
573	-1.425000	-1.400000	7.128906e-04
574	-1.425000	-1.400000	7.128906e-04
575	-1.425000	-1.400000	7.128906e-04
576	-1.425000	-1.400000	7.128906e-04
577	-1.425000	-1.400000	7.128906e-04
578	-1.425000	-1.400000	7.128906e-04
579	-1.425000	-1.400000	7.128906e-04
580	-1.425000	-1.400000	7.128906e-04
581	-1.425000	-1.400000	7.128906e-04
582	-1.425000	-1.400000	7.128906e-04
583	-1.425000	-1.400000	7.128906e-04
584	-1.425000	-1.400000	7.128906e-04
585	-1.425000	-1.400000	7.128906e-04
586	-1.425000	-1.400000	7.128906e-04
587	-1.425000	-1.400000	7.128906e-04
588	-1.425000	-1.400000	7.128906e-04
589	-1.425000	-1.400000	7.128906e-04
590	-1.425000	-1.400000	7.128906e-04
591	-1.425000	-1.400000	7.128906e-04
592	-1.425000	-1.400000	7.128906e-04
593	-1.425000	-1.400000	7.128906e-04
594	-1.425000	-1.400000	7.128906e-04
595	-1.425000	-1.400000	7.128906e-04
596	-1.425000	-1.400000	7.128906e-04
597	-1.425000	-1.400000	7.128906e-04
598	-1.425000	-1.400000	7.128906e-04
599	-1.425000	-1.400000	7.128906e-04
600	-1.425000	-1.400000	7.128906e-04
601	-1.425000	-1.400000	7.128906e-04
602	-1.425000	-1.400000	7.128906e-04
603	-1.425000	-1.400000	7.128906e-04
604	-1.425000	-1.400000	7.128906e-04
605	-1.425000	-1.400000	7.128906e-04
606	-1.425000	-1.400000	7.128906e-04
607	-1.425000	-1.400000	7.128906e-04
608	-1.425000	-1.400000	7.128906e-04
609	-1.425000	-1.400000	7.128906e-04
610	-1.425000	-1.400000	7.128906e-04
611	-1.425000	-1.400000	7.128906e-04
612	-1.425000	-1.400000	7.128906e-04
613	-1.425000	-1.400000	7.128906e-04
614	-1.425000	-1.400000	7.128906e-04
615	-1.425000	-1.400000	7.128906e-04
616	-1.425000	-1.400000	7.128906e-04
617	-1.425000	-1.400000	7.128906e-04
618	-1.425000	-1.400000	7.128906e-04
619	-1.425000	-1.400000	7.128906e-04
620	-1.425000	-1.400000	7.128906e-04
621	-1.425000	-1.400000	7.128906e-04
622	-1.425000	-1.400000	7.128906e-04
623	-1.425000	-1.400000	7.128906e-04
624	-1.425000	-1.400000	7.128906e-04
625	-1.425000	-1.400000	7.128906e-04
626	-1.425000	-1.400000	7.128906e-04
627	-1.425000	-1.400000	7.128906e-04
628	-1.425000	-1.400000	7.128906e-04
629	-1.425000	-1.400000	7.128906e-04
630	-1.425000	-1.400000	7.128906e-04
631	-1.425000	-1.400000	7.128906e-04
